model,accuracy,f1_weighted,precision_0,precision_1,precision_2,precision_3,recall_0,recall_1,recall_2,recall_3,f1_0,f1_1,f1_2,f1_3
lr_model,0.40069686411149824,0.391538411569844,0.43278084714548803,0.32710280373831774,0.2992125984251969,0.4947589098532495,0.5304740406320542,0.24647887323943662,0.2676056338028169,0.5526932084309133,0.4766734279918864,0.28112449799196787,0.2825278810408922,0.5221238938053098
xgbc_model,0.37630662020905925,0.3614870967095136,0.3647711511789182,0.3357142857142857,0.2829581993569132,0.4951219512195122,0.5936794582392777,0.22065727699530516,0.20657276995305165,0.47540983606557374,0.4518900343642612,0.26628895184135976,0.23880597014925373,0.4850657108721625
